,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
550,KGBlvK,100 Barrel Series #4 Barleywine,10.3,80,,,3.0,North American Origin Ales,34.0,American-Style Barley Wine Ale,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",,,"Our Barleywine pours a reddish, golden hue with a slight carbonation. The piney, citric aroma and flavors coupled with the sweet malt character reflect the generous amounts of ingredients used to brew this beer. The warming finish of this rich, full-bodied ale make it the perfect cold weather companion.",
551,Bt3ISc,19th Anniversary Ale,9,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",Cold - (4-7C/39-45F),,"We are always looking for opportunities to get creative around the brewhouse, and the celebration of another year of passionate brewing is the best opportunity we can think of. As such, we revel in the challenge of coming up with a new and interesting brew each year under our ""Anniversary"" label worthy of both paying homage to our past and the new year of brewing that lays ahead.",
552,CxAMDL,20th Anniversary,10,80,,,11.0,Hybrid/mixed Beer,135.0,Wood- and Barrel-Aged Strong Beer,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",Cellar - (12-14C/54-57F),,"20th Anniversary, Brick Mason Series #7, is an Imperial Stout aged in bourbon barrels. We are celebrating our milestone anniversary with a milestone beer that will be the strongest beer in brewery’s history. Rich dark chocolate and roasted coffee flavors are balanced by sweet caramel malts. Bourbon barrels provide big bourbon notes supported by flavors of oak and vanilla. This beer commemorates Red Brick Brewing Company’s 20 year brewing tradition. And while we’re focused on the future, we’ll never forget our humble beginnings.",https://s3.amazonaws.com/brewerydbapi/beer/CxAMDL/upload_hvtRIw-medium.png
553,mttNd0,20th Anniversary Citracado IPA,9,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,"For 20 years our passion for brewing and our obsession with hops have challenged traditional styles and expectations for beer. So it’s only fitting we commemorate this momentous occasion by crafting a liquid ode to bold brewing that satisfies your hop thirst and pays homage to our flagship San Diego brewery, located on Citracado Parkway (which itself pays homage to the citrus and avocado agricultural history of the region). 

“Citracado” also teases the two key ingredients of this beer. “Citra” refers both to the juicy gem of a hop and its citrusy (and tropical) aromas and flavors. “Cado” inspired us to utilize wonderful, native avocado flower honey. Combine the two and the result pours like silk and abounds with enough hops to match our excitement for reaching this 20-year milestone. We thank you sincerely for the years of support and pledge that we will, as always, strive to live up to the reasons for your loyalty!",https://s3.amazonaws.com/brewerydbapi/beer/mttNd0/upload_aPhwsR-medium.png
554,3WTkV4,2xIPA,9.5,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,A big Imperial IPA full of spicy hop bitterness balanced by a strong malt backbone and heavily dry hopped for a delightful aroma.,https://s3.amazonaws.com/brewerydbapi/beer/3WTkV4/upload_xAxNKU-medium.png
555,EMiEgU,500 BC,8.3,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,"All of the wonderful hop-driven flavors of Nectar IPA turned up to create a classic DIPA. Big herbal resinous hop flavor with balancing stone fruit notes, round malt middle and assertive hop bitterness in the finish.

This double IPA does everything twice. Double the hops, double the ABV = one heck of a brew. Named for the California coastal redwoods, one of the oldest and tallest living species in America, we think this big brew does these imperial giants justice.",https://s3.amazonaws.com/brewerydbapi/beer/EMiEgU/upload_whuzyK-medium.png
556,RnjJdy,86'd,6.5,80,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,https://s3.amazonaws.com/brewerydbapi/beer/RnjJdy/upload_512BCh-medium.png
557,DRxMmI,888 IPA,8,80,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"Our American style India Pale Ale.  Brewed with Columbus and Centennial Hops, 888 IPA has an original gravity of 1.080, is 80 IBUs, and approximately 8% Alcohol by Volume.",https://s3.amazonaws.com/brewerydbapi/beer/DRxMmI/upload_UVeHZT-medium.png
558,ymZJly,Abraxas,10,80,,,3.0,North American Origin Ales,44.0,Specialty Stouts,"See British Origin American-Style Imperial Porter Imperial porters are very dark brown to black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness should be in harmony with medium-low to medium hop bitterness. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment malt derived sweetness and hop character. Hop flavor and aroma may vary from being low to medium-high. Diacetyl (butterscotch) levels should be absent.",Cellar - (12-14C/54-57F),Mexican cuisine,"An Imperial Stout brewed with ancho chili peppers, cacao nibs, vanilla beans, and cinnamon sticks. Pouring deep brown with a thick head, this beer has a complex body with a delicious lingering roastiness. Abraxas is brewed with unique ingredients intended to challenge and excite the palate. It may be enjoyed right away or allowed to age in the bottle. Vertical tastings are encouraged. Perennial Artisan Ales is a small batch craft brewery dedicated to producing unique, premium beers. Our beers are brewed with the experimental, seasoned craft beer drinker in mind",https://s3.amazonaws.com/brewerydbapi/beer/ymZJly/upload_OnDg8e-medium.png
559,v4LjLR,AHA IPA,7,80,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,
560,5F7Myv,Alchemy Hour,9.4,80,1.092,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,"Smoked beef brisket, grilled lamb, sharp and rich cheeses, and sweet desserts","On the West Coast, surfers have a term for that perfect time of day, when the waves are breaking just right and it feels like you can ride forever. They call it Alchemy Hour. In Cleveland, our surfers have to work a little harder to find a perfect swell. Dressed in wetsuits, up at dawn, they camp out on the shores of Lake Erie in near-freezing temperatures, waiting for the ultimate wave. Crazy? Yes. Extreme? Definitely. Alchemy Hour Double IPA pays tribute to the North Coast’s unlikely surf bums and the ancient quest for liquid gold, wherever it may live: on the ocean, in a lake, in a bottle.

Distinctively American, the Double IPA or Imperial IPA is thought to have originated in California. This fairly new style is a heartier, hoppier version of the traditional IPA with a higher alcohol content, creating a very strong and flavorful drinking experience",https://s3.amazonaws.com/brewerydbapi/beer/5F7Myv/upload_uAVFpr-medium.png
561,tsAjDi,Alden,8,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,,
562,G7kmvt,Alimony Ale,6.8,80,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,https://s3.amazonaws.com/brewerydbapi/beer/G7kmvt/upload_xOxpzz-medium.png
563,68f8A2,Angry Molly,9,80,1.09,,3.0,North American Origin Ales,43.0,American-Style Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",Cool - (8-12C/45-54F),Wonderful sipping ale but nicely pairs with sweet eats and chocolate deserts.,"Deep, rich malty ale with English malts and Wisconsin hops.  Notes of toffee, caramel, cocoa, balance with a nice earthy hop spice.",https://s3.amazonaws.com/brewerydbapi/beer/68f8A2/upload_PoODqR-medium.png
564,P02Laa,Anguish,8.5,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,,
565,A5Q8Hq,Anna Belle’s IPA,7.5,80,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,Anna Belle’s IPA,
566,5oQ8U5,Aramis,9.5,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,"Using one of our experimental French hops we built this beer to prove that big and strong doesn’t always mean hostile or abrasive. The Aramis hop is a cross between Strisselspalt and Challenger hops which put off some nice fruity esters. The malt bill balances out the hops leaving the beer medium bodied. If you look hard, you’ll even find traces of black licorice.",
567,kwmCVi,Armored Fist,10,80,,,3.0,North American Origin Ales,41.0,American-Style Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",,,"This beer is an Imperial Cascadian Dark Ale, a style specific to the NW. It is a very well- balanced, extremely hoppy black ale. This is a collaboration beer brewed with the boys from Three Floyds out of Chicago.",https://s3.amazonaws.com/brewerydbapi/beer/kwmCVi/upload_YQTk48-medium.png
568,13JsiW,Atomic Frog DIPL,8,80,1.07,,11.0,Hybrid/mixed Beer,130.0,Experimental Beer (Lager or Ale),"An experimental beer is any beer (lager, ale or other) that is primarily grain-based and employs unusual techniques and/or ingredients. A minimum 51% of the fermentable carbohydrates must be derived from malted grains. The overall uniqueness of the process, ingredients used and creativity should be considered. Beers such as garden (vegetable), fruit, chocolate, coffee, spice, specialty or other beers that match existing categories should not be entered into this category. Beers not easily matched to existing style categories in a competition would often be entered into this category. Beers that are a combination of other categories (spice, smoke, specialty, porter, etc.) could also be entered into this category. A statement by the brewer explaining the experimental or other nature of the beer is essential in order for fair assessment in competitions. Generally, a 25-word statement would suffice in explaining the experimental nature of the beer.",Cold - (4-7C/39-45F),,"A collaborative beer with Red Brick Brewing, Atomic Frog is a Double India Pale Lager hopped with Galaxy, Pacifica and Huell Melon. Originally brewed at Max Lager's, it will be available in bottle form from Red Brick in Late 2014 early 2015.",https://s3.amazonaws.com/brewerydbapi/beer/13JsiW/upload_aHYW4B-medium.png
569,VLRSYj,B/A/Y/S,9.1,80,,,3.0,North American Origin Ales,43.0,American-Style Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",Cellar - (12-14C/54-57F),Coffee-Cocoa Crusted Angus Beef Striploin,"The Brandy Barrel Aged Version of B/A/Y/S is a robust Imperial Stout not for the faint of heart. We added 100 year old reclaimed chestnut, hazelnuts and cherries to round out your experience. Enjoy sipping the ink black brew some might say is as Black As Your Soul.…",https://s3.amazonaws.com/brewerydbapi/beer/VLRSYj/upload_zW0UMm-medium.png
570,oEwmqY,B/A/Y/S - Tequila Barrel Aged (Ghost 075),9.6,80,,,3.0,North American Origin Ales,43.0,American-Style Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",Cellar - (12-14C/54-57F),Coffee-Cocoa Crusted Angus Beef Striploin,"B/A/Y/S is an Imperial Stout aged on 100 year old, reclaimed chestnut. Hazelnuts and cherries were added for good measure earning this brew its acronym name. This version is aged in barrels from one of the first Organic Tequilierias in Mexico.",https://s3.amazonaws.com/brewerydbapi/beer/oEwmqY/upload_cnj2tX-medium.png
571,L6qoaB,BA Behemoth,12.5,80,,,3.0,North American Origin Ales,34.0,American-Style Barley Wine Ale,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",,,Bourbon Barrel aged Behemoth Barleywine.,
572,4WkWE7,Baby Maker,8.5,80,,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",,,"Ready to take it to the next level? This DIPA is fueled by hop flavor and aroma with enough bitterness to back the big malt body. Enjoy responsibly, this one's aptly named.",https://s3.amazonaws.com/brewerydbapi/beer/4WkWE7/upload_NrCMrk-medium.png
573,hOJRvy,Bald Peak IPA,7.2,80,1.065,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"Our most aggressive IPA, brewed with a generous amount of locally grown Columbus hops that provide for a pungent hop finish.",
574,WMeW6a,Bandwagon Citra Pale Ale,6.5,80,1.061,,3.0,North American Origin Ales,29.0,American-Style Strong Pale Ale,"American strong pale ales range from deep golden to copper in color. The style is characterized by floral and citrus-like American-variety hops used to produce high hop bitterness, flavor, and aroma. Note that floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. American strong pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruityester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",Cold - (4-7C/39-45F),,"A showcase for one of the hottest hops out there right now; this pale ale uses solely Citra hops. Yes, we jumped on the Citra bandwagon and we love it. With five hop additions, Citra’s unique tropical fruit aroma and refreshing grapefruit and citrus flavor profile come through in a big way. Try Bandwagon and you will see what the rage is all about.",
575,6Yi8Fj,Barn Hopper,7.5,80,,,5.0,Belgian And French Origin Ales,70.0,Other Belgian-Style Ales,"Recognizing the uniqueness and traditions of several other styles of Belgian Ales, the beers entered in this category will be assessed on the merits that they do not fit existing style guidelines and information that the brewer provides explaining the history and tradition of the style. Balance of character is a key component when assessing these beers. Barrel or wood-aged entries in competitions may be directed to other categories by competition director. In competitions the brewer must provide the historical or regional tradition of the style, or his interpretation of the style, in order to be assessed properly by the judges.",,,"A fusion of an American IPA & a Saison blends American & Belgian malt with a heavy hop load of American Centennials and notes of Tettanger, a spicy German hop used sometimes in Saisons.  We’ve spiced it lightly with seeds of paradise and bitter orange peel to give it the citrus character of an IPA while still being spiced like a Saison.",
576,BFiYlx,Barrel Aged Eik Zon IPA,7,80,,,3.0,North American Origin Ales,40.0,American-Style Sour Ale,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,"A big, floral, citrusy nose with hints of blood orange, brett and oak. This refreshingly sour, light bodied IPA is reminiscent of lemon grass and has a strong oak character carries through to a very dry finish.

Eik Zon is Dutch for “oak sun”, a name that is derived from the aroma and flavors of this very limited, barrel aged Belgian style IPA.  Aged for 8 months in oak and dry hopped with copious amounts of Simcoe hops and orange peel.",https://s3.amazonaws.com/brewerydbapi/beer/BFiYlx/upload_WCt2Qk-medium.png
577,tRhnR9,Barrel Aged Good Vibrations IPA,7.5,80,,,11.0,Hybrid/mixed Beer,136.0,Wood- and Barrel-Aged Sour Beer,"A wood- or barrel-aged sour beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood and has developed a bacterial induced natural acidity. This beer is aged in wood with the intention of introducing the micro flora present in the wood. Sometimes wood aging is intended to impart the particularly unique character of the wood, but wood-aged is not necessarily synonymous with imparting wood-flavors. Wood character can be characterized as a complex blend of vanillin and unique wood character. Wood-derived character can also be characterized by flavors of the product that was in the barrel during prior use. These wood-derived flavors, if present in this style, can be very low in character and barely perceived or evident or assertive as wood-derived flavors. Any degree of woodderived flavors should be in balance with other beer character. Fruit and herb/spiced versions may take on the hue, flavors and aromas of added ingredients.  Usually bacteria and ""wild"" yeasts fermentation contributes complex esters and results in a dry to very dry beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of acidity, complex esters, and new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character.  Brewers when entering this category should specify type of barrel used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties). The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",,,Good Vibrations IPA aged in a fourth use whiskey barrel.,
